entrada,salida
el modelo agroexportador argentino entró en crisis por el cierre de los mercados internacionales causado por la crisis de 1929 el país impulsó un proceso de sustitución de importaciones que desarrolló un amplio sector industrial la década infame fue derrocada por la revolución del 43 un segundo golpe de estado que instaló un gobierno militar en cuyo seno se produciría una alianza entre sindicatos y algunos militares que dieron origen al peronismo a pesar de la presión de estados unidos desde que este país entró a la guerra a fines de 1941 cuando fue atacado por japón la argentina se mantuvo neutral durante la mayor parte del resto de la ii guerra mundial uniéndose a los aliados el 27 de marzo de 1945 durante el gobierno del general edelmiro farrell poco antes de la terminación de la guerra,"El modelo agroexportador argentino entró en crisis por el cierre de los mercados internacionales causado por la Crisis de 1929. El país impulsó un proceso de sustitución de importaciones que desarrolló un amplio sector industrial. La Década Infame fue derrocada por la Revolución del 43, un segundo golpe de Estado que instaló un gobierno militar en cuyo seno se produciría una alianza entre sindicatos y algunos militares que dieron origen al peronismo. A pesar de la presión de Estados Unidos desde que este país entró a la guerra a fines de 1941 cuando fue atacado por Japón, la Argentina se mantuvo neutral durante la mayor parte del resto de la II Guerra Mundial, uniéndose a los Aliados el 27 de marzo de 1945, durante el gobierno del general Edelmiro Farrell, poco antes de la terminación de la Guerra."
en 1946 fue elegido presidente juan domingo perón con apoyo de los sindicatos organizados en el partido laborista perón acompañado por su esposa evita encabezó un nuevo movimiento que puso el acento en la justicia social la soberanía política y la independencia económica bajo su gobierno se estableció el sufragio femenino en 1947 la igualdad de hombres y mujeres en el derecho familiar la igualdad de los hijos nacidos dentro o fuera del matrimonio la gratuidad de la enseñanza universitaria se erradicó el paludismo etc,"En 1946 fue elegido presidente Juan Domingo Perón con apoyo de los sindicatos organizados en el Partido Laborista. Perón, acompañado por su esposa Evita, encabezó un nuevo movimiento que puso el acento en la justicia social, la soberanía política y la independencia económica. Bajo su gobierno se estableció el sufragio femenino en 1947, la igualdad de hombres y mujeres en el derecho familiar, la igualdad de los hijos nacidos dentro o fuera del matrimonio, la gratuidad de la enseñanza universitaria, se erradicó el paludismo, etc."
a través de la fundación eva perón se desarrolló una ayuda social sin precedentes en el país brindando apoyo económico a los sectores más vulnerables también se nacionalizaron los ferrocarriles y el comercio exterior y se generó un fuerte proceso de industrialización promoviendo la industria pesada,"A través de la Fundación Eva Perón, se desarrolló una ayuda social sin precedentes en el país, brindando apoyo económico a los sectores más vulnerables. También se nacionalizaron los ferrocarriles y el comercio exterior, y se generó un fuerte proceso de industrialización, promoviendo la industria pesada."
en 1951 perón fue reelegido para un nuevo período presidencial con el 63 40 de los votos en lo que constituyó la primera elección con sufragio universal de hombres y mujeres en la argentina en 1952 murió evita casi 60 años después sería declarada la mujer del bicentenario como el símbolo del protagonismo de la mujer en la historia argentina,"En 1951 Perón fue reelegido para un nuevo período presidencial con el 63,40 de los votos en lo que constituyó la primera elección con sufragio universal de hombres y mujeres en la Argentina. En 1952 murió Evita. Casi 60 años después, sería declarada la Mujer del Bicentenario, como el símbolo del protagonismo de la mujer en la historia argentina."
el peronismo contó con una amplia adhesión de la población pero también con un fuerte rechazo de los sectores opositores polarizándose la sociedad argentina en peronistas y antiperonistas su política perjudicó a los intereses británicos dominantes hasta entonces en la economía que apoyaron a los opositores,"El peronismo contó con una amplia adhesión de la población, pero también con un fuerte rechazo de los sectores opositores, polarizándose la sociedad argentina en peronistas y antiperonistas. Su política perjudicó a los intereses británicos, dominantes hasta entonces en la economía, que apoyaron a los opositores."
el inicio de un conflicto con la iglesia católica debilitó la lealtad al gobierno de vastos sectores y unificó a la oposición,El inicio de un conflicto con la Iglesia católica debilitó la lealtad al gobierno de vastos sectores y unificó a la oposición.
el 16 de junio de 1955 una conjura cívico-militar utilizando unos treinta aviones de la armada y de la fuerza aérea bombardearon y ametrallaron a la población de buenos aires en la plaza de mayo y otros lugares este ataque produjo 308 víctimas oficialmente identificadas entre ellas 111 activistas sindicales que incluyen a 23 mujeres un número de muertos que no pudieron ser individualizados debido a las mutilaciones y más de 700 heridos,"El 16 de junio de 1955 una conjura cívico-militar, utilizando unos treinta aviones de la Armada y de la Fuerza Aérea, bombardearon y ametrallaron a la población de Buenos Aires en la plaza de Mayo y otros lugares. Este ataque produjo 308 víctimas oficialmente identificadas entre ellas 111 activistas sindicales que incluyen a 23 mujeres , un número de muertos que no pudieron ser individualizados debido a las mutilaciones y más de 700 heridos."
en septiembre perón fue derrocado por un nuevo golpe autodenominado revolución libertadora que proscribió al peronismo muchos de cuyos partidarios fueron encarcelados o fusilados lo que le valió al golpismo el mote de revolución fusiladora perón se vio obligado a exiliarse hasta el final de la proscripción en 1973,"En septiembre Perón fue derrocado por un nuevo golpe autodenominado Revolución Libertadora, que proscribió al peronismo, muchos de cuyos partidarios fueron encarcelados o fusilados, lo que le valió al golpismo el mote de Revolución Fusiladora . Perón se vio obligado a exiliarse hasta el final de la proscripción en 1973."
durante la proscripción el peronismo continuará teniendo influencia en la política y el sindicalismo ámbito en el que ganó la mayoría de las elecciones negando legitimidad a las autoridades instaladas por medios no democráticos y desarrollando una actividad opositora conocida por la resistencia peronista,"Durante la proscripción, el peronismo continuará teniendo influencia en la política y el sindicalismo ámbito en el que ganó la mayoría de las elecciones , negando legitimidad a las autoridades instaladas por medios no democráticos y desarrollando una actividad opositora conocida por la Resistencia peronista."
en 1958 fue elegido presidente arturo frondizi ucri en elecciones con el peronismo proscripto pero después de realizar un pacto electoral con perón siendo derrocado por un nuevo golpe militar en 1962 el golpe esta vez tuvo la particularidad de que el poder fue asumido por el civil josé maría guido nombrado presidente por la corte suprema de justicia ese mismo día tras el derrocamiento y arresto de frondizi alegando para su nombramiento un vacío de poder a pesar de que formalmente guido ejercía la presidencia el verdadero poder material residía en la esfera militar durante su mandato se agudizaron los enfrentamientos entre dos facciones del ejército argentino conocidas como azules y colorados llegándose a enfrentamientos armados la victoria del sector azul permitió al general juan carlos onganía reunificar al ejército,"En 1958 fue elegido presidente Arturo Frondizi UCRI en elecciones con el peronismo proscripto pero después de realizar un pacto electoral con Perón, siendo derrocado por un nuevo golpe militar en 1962. El golpe esta vez tuvo la particularidad de que el poder fue asumido por el civil José María Guido, nombrado presidente por la Corte Suprema de Justicia ese mismo día tras el derrocamiento y arresto de Frondizi, alegando para su nombramiento un vacío de poder. A pesar de que formalmente Guido ejercía la presidencia, el verdadero poder material residía en la esfera militar. Durante su mandato se agudizaron los enfrentamientos entre dos facciones del Ejército Argentino, conocidas como Azules y Colorados, llegándose a enfrentamientos armados. La victoria del sector azul permitió al general Juan Carlos Onganía reunificar al Ejército."
